User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
11110860,male,34,190,91,21,98,40.4,109
10875219,female,69,172,71,26,98,40.7,152
18145673,male,76,172,80,12,88,39.9,66
16241763,male,52,186,84,24,105,40.6,168
11722645,female,71,155,57,21,103,40.5,139
16989471,female,33,159,54,16,94,40.1,80
10228565,male,28,172,72,5,81,38.7,10
11997648,male,22,166,64,14,98,40.2,57
17331963,female,23,158,54,9,92,39.4,42
15991491,male,31,171,72,20,99,40.4,96
15908181,male,23,171,68,22,101,40.9,102
19290831,female,29,170,68,8,87,39.7,32
11102823,male,60,208,105,26,110,40.6,223
12210089,male,30,178,76,8,81,39.9,17
11118610,female,44,166,68,22,99,40.4,122
11476533,male,61,166,69,29,106,40.9,210
19967145,female,29,170,64,16,100,40.0,87
10096522,female,56,165,70,18,98,40.4,101
13104052,female,53,170,71,10,101,39.5,59
19090637,male,44,186,86,13,101,40.0,79
16919031,male,27,184,87,8,93,39.9,32
10331369,male,44,210,106,19,90,40.2,91
18040047,male,49,177,78,23,106,40.9,158
12169308,male,38,180,80,24,98,40.8,124
17373549,female,51,154,56,15,96,40.6,83
17330663,female,36,152,53,6,83,39.2,23
18144547,male,46,200,106,11,83,39.7,42
10416988,female,60,166,67,8,80,39.5,31
11370499,female,54,153,55,6,87,39.3,28
11138472,female,69,164,65,23,113,40.4,173
16929475,female,41,171,69,21,105,40.1,129
16591335,male,24,183,83,13,90,40.2,44
11384974,female,25,170,59,29,102,40.6,164
16817409,female,47,169,69,28,113,40.5,198
11127760,male,65,163,66,1,91,37.3,5
12140587,female,24,160,63,3,79,38.5,9
14013809,female,36,168,62,27,117,40.6,200
19120634,female,22,159,59,6,87,39.4,24
14739649,male,71,178,85,8,87,39.8,42
14719628,female,20,153,54,10,90,39.6,44
17592681,female,75,170,72,22,98,40.9,131
16312147,male,52,179,79,18,106,40.3,127
16614243,male,20,182,74,12,80,39.9,17
12563759,male,52,183,83,10,91,40.1,49
19970000,male,45,192,101,18,86,40.3,75
11570757,female,21,154,52,6,81,39.2,21
15944842,male,29,196,92,20,92,40.6,82
15352555,female,65,168,71,4,79,39.0,15
13622262,male,55,156,62,9,86,39.6,34
11894615,male,49,177,78,12,94,40.0,61
19927200,male,67,180,88,15,100,40.2,106
10619608,male,61,178,86,12,92,39.9,66
14156424,male,23,179,84,26,107,40.6,153
18996345,male,55,184,90,21,106,40.7,156
13786166,male,64,175,79,8,76,39.5,25
13519378,female,65,176,72,2,72,37.9,6
10029469,female,28,163,66,21,99,40.8,111
11205326,male,62,175,79,12,96,39.9,72
17824748,male,46,196,92,19,98,40.4,110
16092770,female,63,161,64,4,88,39.0,19
15423058,female,21,166,59,29,106,40.7,174
12362880,male,41,168,70,6,84,39.3,18
17627007,male,79,186,88,5,91,39.5,31
10399233,female,24,161,55,6,84,39.2,23
14903579,female,40,157,56,4,87,38.4,17
15482468,female,26,173,68,25,98,40.6,128
13304910,male,55,180,89,4,81,38.8,14
19164210,female,46,150,50,4,76,38.9,13
12158638,female,38,177,78,4,79,38.9,13
11898562,male,30,189,90,22,110,40.7,150
12571478,male,45,190,87,14,98,40.0,79
17806735,male,34,179,82,7,80,39.6,16
16861363,male,20,174,74,27,108,40.6,153
12258060,female,23,177,74,27,103,40.7,149
18625309,female,54,145,49,17,98,40.5,100
19245364,male,68,174,78,5,88,39.2,25
19449486,female,56,176,70,8,86,39.5,35
12485114,male,57,177,80,8,91,39.7,40
13713618,female,53,168,64,6,89,39.7,28
12664301,female,22,164,64,8,94,39.2,37
12514678,male,38,169,71,10,84,39.8,29
14596501,female,39,181,80,11,84,39.8,41
10531287,female,68,171,67,3,85,38.5,13
18724412,female,44,160,64,23,105,41.0,144
16590422,male,25,197,99,13,91,40.1,51
10438322,male,79,173,76,27,110,40.8,239
11831290,female,24,156,58,8,85,39.6,31
12866382,male,49,190,96,28,103,40.5,190
18635006,female,64,159,58,9,81,39.7,37
11312954,male,48,181,80,27,105,40.6,181
10537922,male,61,181,87,29,103,41.0,208
13016850,male,41,163,66,19,101,40.3,104
14545182,female,50,177,73,6,88,39.3,26
11666288,female,76,173,67,13,95,40.0,74
14693877,female,26,179,79,10,92,39.6,43
16222957,female,21,163,53,6,89,39.5,26
11126087,female,25,158,54,24,100,40.3,132
13473147,female,44,167,68,15,93,40.1,74
19140513,male,40,181,85,30,107,40.7,202
19723732,male,26,183,86,2,82,38.0,5
16209649,male,36,186,89,22,103,40.9,132
18835413,male,31,189,93,5,82,39.1,13
12598568,female,44,169,68,10,83,39.8,38
19197010,male,38,186,91,9,90,40.0,38
16522774,male,45,179,85,11,88,40.2,45
19659981,male,27,189,82,27,109,40.6,171
10963785,male,34,184,83,28,115,40.7,213
15091212,male,62,186,91,27,104,40.2,202
14264046,female,23,175,68,11,92,40.1,49
16022223,female,52,154,55,1,67,38.0,2
10151428,female,32,162,65,16,94,40.1,78
11557392,male,32,179,80,11,93,40.0,45
15635372,male,71,193,98,24,99,40.9,175
15549720,male,24,179,74,4,92,39.1,14
16674250,male,63,193,104,14,94,40.2,88
11160770,male,70,175,83,27,106,40.6,216
17751489,male,67,183,91,1,84,37.9,5
14081271,female,48,159,62,21,100,40.5,122
13302612,male,27,178,83,19,102,41.0,101
19880912,male,26,188,82,28,112,40.7,189
10870238,male,45,181,86,10,92,39.9,47
14321936,male,49,198,97,22,93,40.9,117
18066741,female,54,167,67,24,109,40.7,163
15619276,female,48,171,69,23,110,40.4,156
19498831,male,63,208,112,16,92,39.9,99
16487432,female,30,166,63,19,95,40.1,94
19386173,male,62,191,96,2,85,38.2,9
17907212,male,23,183,86,12,98,40.3,55
18903942,female,44,161,57,25,111,40.9,175
16613234,male,22,170,75,29,116,40.7,203
13526128,male,69,175,82,11,92,40.1,64
16942779,male,77,205,109,12,81,40.0,61
15940342,male,50,178,83,11,86,40.0,44
15148449,male,40,177,83,22,99,40.5,121
14799787,female,29,147,50,15,97,40.0,80
15858696,female,54,150,54,17,98,40.3,99
14306087,female,63,162,58,19,107,40.5,131
11758623,female,54,149,55,25,109,40.4,174
16985604,male,23,182,79,18,93,40.4,66
15067988,male,20,178,77,12,96,40.0,47
19876880,female,62,148,44,26,108,40.8,186
10845307,female,59,182,84,16,94,40.0,81
16496960,female,63,173,67,24,110,40.6,170
10518304,female,21,164,62,27,106,40.6,161
16606505,female,55,170,64,11,94,40.1,58
16282341,female,33,165,64,23,96,40.4,117
12749952,male,30,189,89,15,91,40.3,59
12214546,female,37,158,57,27,106,40.8,171
15694038,female,60,162,61,12,86,39.9,54
10599351,male,23,182,83,20,104,40.2,108
10478045,female,22,157,55,7,88,39.6,29
15458028,female,34,169,65,2,87,37.8,8
16417986,male,74,201,107,14,96,40.1,101
13466322,female,77,160,61,9,82,39.3,40
11339810,male,51,185,86,3,82,38.8,11
14362401,male,70,171,79,13,94,39.9,79
16923223,male,24,174,75,20,99,40.3,91
17334868,male,39,191,90,14,88,40.2,55
11912839,female,24,187,76,25,98,40.9,124
18729924,male,38,200,99,16,100,40.2,94
10503080,female,71,155,60,16,91,40.3,85
11949730,female,21,144,47,2,77,38.1,6
12640980,male,52,211,111,4,90,39.1,21
18661526,male,57,189,92,19,98,40.9,121
19432619,male,40,180,81,9,85,39.9,30
18244255,male,67,187,89,20,100,40.6,141
14722670,male,27,170,70,13,92,40.1,46
13474684,female,30,168,70,28,103,41.1,160
13869124,male,53,177,80,15,98,40.0,88
17050506,female,37,174,75,19,106,40.4,115
14206498,male,31,187,92,4,90,38.6,16
15589541,male,78,170,78,14,103,40.1,109
12721653,male,28,178,78,8,89,39.9,26
14684931,female,41,158,62,4,80,38.6,14
15460172,male,54,180,77,25,105,41.0,173
15915110,male,36,186,82,24,106,40.5,152
19645651,female,33,155,54,20,100,40.5,113
19473158,male,25,176,74,27,107,40.9,156
16097185,female,77,155,62,4,85,38.9,19
18974698,female,78,161,59,16,89,40.2,83
18475658,male,28,180,79,14,92,40.2,53
12642377,female,55,178,75,1,86,37.8,4
15734987,male,66,197,101,8,87,39.6,43
11612407,female,29,148,49,10,98,39.9,54
17177056,male,25,188,82,6,94,39.3,24
19007638,male,59,178,75,25,105,41.2,178
13107809,female,59,169,70,8,92,39.4,40
14535455,female,21,172,58,1,79,37.5,3
18208440,female,28,176,68,22,95,40.5,106
18215203,male,40,203,108,17,94,40.4,90
14626571,male,57,187,86,20,100,40.0,130
13419591,female,71,158,62,16,100,40.6,99
15160148,male,20,173,72,4,80,38.6,6
12428348,female,44,173,74,30,109,41.3,196
11396322,female,44,172,61,5,82,38.9,19
18097581,male,72,187,83,24,105,40.8,190
10869885,male,20,173,77,12,84,39.8,25
18467206,female,32,188,77,17,88,40.7,69
10421422,female,52,161,64,16,86,40.3,70
10529727,female,21,177,73,17,96,40.4,81
19536090,female,22,160,63,7,89,39.4,29
12607934,female,70,153,53,10,87,39.8,49
10268834,female,38,159,59,2,81,38.1,7
12809258,male,72,188,91,12,83,40.2,57
11669579,male,28,185,89,3,84,38.7,8
11030070,female,78,172,72,1,72,38.0,3
14940202,female,22,150,54,17,98,40.3,89
18190914,male,24,188,91,23,101,40.8,119
10082743,female,54,159,63,8,84,39.7,34
15714145,female,23,173,69,24,105,40.8,139
10323031,male,35,172,78,12,89,39.9,43
14657744,female,22,167,64,7,91,39.4,31
15188717,female,26,164,57,27,107,40.8,168
16584070,female,28,169,69,27,102,40.7,151
17293855,female,23,169,65,24,98,40.6,123
19584135,female,40,157,61,12,92,40.0,58
18991649,male,31,188,84,18,106,40.4,110
14713837,male,23,171,72,6,84,39.4,13
19910249,male,44,183,82,1,80,37.7,3
13872358,female,25,154,58,4,91,39.2,18
17729429,male,25,183,78,3,83,38.9,7
11418173,female,22,177,72,19,91,40.3,81
17768023,male,31,188,88,24,99,40.6,124
15008225,female,27,157,54,17,96,40.2,87
14661173,female,23,172,71,17,94,40.6,78
14508374,male,52,178,85,6,79,39.3,19
19996063,female,27,174,68,24,109,40.6,152
19962170,female,32,156,56,23,113,40.5,161
19123344,female,35,162,63,3,86,38.5,12
12996848,male,62,176,84,20,99,40.3,131
13878806,female,33,177,73,12,97,40.3,61
14590446,female,51,182,82,21,99,40.7,115
19641334,female,27,170,67,5,77,39.1,15
16345557,male,60,180,83,17,95,40.2,99
14660415,female,55,174,69,27,110,40.6,186
11400795,male,23,180,74,25,98,40.8,108
15777808,female,50,172,68,25,101,40.8,147
10186484,male,22,203,97,8,90,39.4,28
13735343,male,31,173,73,30,106,41.0,177
13034963,male,49,170,76,23,110,40.2,171
14039235,female,63,165,61,8,91,39.6,41
10951752,male,35,182,83,6,92,39.4,25
17538416,female,34,169,68,7,88,39.3,29
17995892,male,47,182,89,18,94,40.7,93
11103918,female,45,164,67,15,88,40.2,66
14380972,female,79,164,66,18,96,40.1,106
16374857,male,35,171,77,30,108,40.9,194
14530641,female,26,179,74,29,109,40.8,180
18362272,female,73,174,72,28,113,41.2,210
19748157,male,70,183,88,17,96,40.3,112
13025471,male,62,184,82,20,104,40.6,145
18590405,male,61,185,86,23,90,40.6,120
11548493,female,20,165,59,10,88,39.7,41
13000045,male,56,181,84,15,86,39.9,65
17523148,male,54,182,91,14,102,40.1,95
12685950,female,22,177,68,30,99,40.7,155
19987966,female,20,163,61,2,86,38.4,8
13328637,female,26,168,64,3,84,38.6,11
18499074,female,22,160,59,17,88,40.6,70
17535808,female,26,170,66,20,107,40.3,122
18043428,male,24,176,74,21,97,40.6,88
15688404,male,31,186,89,10,97,39.8,49
12991490,female,33,169,72,6,80,38.8,20
10745344,male,27,173,71,12,97,40.4,52
19649423,male,22,194,95,9,83,39.8,22
14042465,female,25,165,64,22,110,40.2,142
11475798,male,38,168,70,27,108,40.7,174
14550209,male,41,189,94,17,97,40.3,93
17302065,male,36,178,82,26,102,40.7,149
19400848,female,20,173,69,17,95,40.4,80
12004679,male,61,165,79,9,88,39.5,43
19680861,female,25,163,62,4,81,39.0,13
12489821,male,30,179,84,25,105,40.8,148
19137873,female,56,179,76,6,84,39.4,24
17034371,female,72,168,70,12,85,39.8,54
17345453,male,32,176,80,16,101,40.3,85
14651283,female,26,170,73,8,82,39.6,27
15453322,male,29,182,85,25,101,41.0,132
15067782,female,29,147,50,17,96,40.2,89
19989193,female,54,182,85,28,107,40.8,178
16081638,female,39,164,68,15,89,40.4,66
11651414,female,38,178,79,4,85,38.8,15
18204057,male,67,191,90,24,104,40.9,184
13172958,female,39,179,74,16,98,40.4,84
12393877,male,52,171,81,17,102,40.6,110
16125203,female,39,160,56,16,94,40.4,81
10698262,male,23,179,82,15,91,40.2,51
19894490,male,48,179,77,12,100,40.0,71
17345149,female,70,174,76,6,88,38.7,28
10732007,male,69,188,95,11,92,39.9,67
17111333,male,71,193,90,20,100,40.6,146
11337714,male,36,191,93,16,97,40.0,83
12004059,male,33,187,90,6,86,39.1,20
19322889,male,52,194,100,2,80,38.2,7
10078782,female,36,153,57,28,113,41.0,198
13818308,male,22,202,105,30,113,41.0,216
11152245,male,46,189,91,7,77,39.6,18
16886444,female,55,164,62,5,86,39.4,22
10263534,female,63,163,60,19,98,40.2,112
17325373,female,36,160,63,3,78,38.3,10
19537083,male,39,188,90,26,117,41.0,216
11685062,male,46,176,83,27,109,40.8,196
17533629,female,66,154,56,23,106,40.8,158
18283018,female,61,175,74,13,92,40.1,65
14881120,female,30,148,53,18,89,40.5,80
18099818,female,46,170,71,16,106,40.2,101
13073458,female,21,165,60,20,103,40.6,114
11000726,female,40,166,63,15,109,40.2,99
18218601,female,58,170,72,11,97,40.1,61
10782423,female,24,165,70,28,118,40.8,202
15497678,female,25,169,68,11,96,40.1,54
10295862,female,57,173,71,19,97,40.8,105
16682384,male,38,203,111,16,100,40.2,98
14483408,male,79,193,96,5,91,38.4,32
13924806,female,52,149,54,9,85,39.5,39
11675994,female,58,154,58,2,89,38.0,10
14907694,female,58,177,74,28,110,41.0,193
16552884,male,21,174,75,29,111,41.3,180
12360682,female,54,175,71,11,88,39.7,50
10967150,female,21,168,65,28,112,41.0,184
18969791,male,49,188,88,19,98,40.0,112
12943060,female,79,164,67,12,97,40.2,72
15525231,male,48,188,90,1,87,37.6,4
16936106,female,51,158,61,22,102,40.5,134
10140238,female,52,157,56,16,93,40.2,83
15770602,male,79,175,83,24,107,40.5,206
12706483,female,63,162,64,20,105,40.5,132
10623679,male,24,187,91,6,84,39.0,16
14185910,male,55,171,73,14,101,40.0,88
13969920,female,22,153,53,3,82,38.5,11
15740246,male,43,174,77,17,98,40.4,91
16334614,male,37,193,95,8,84,39.8,27
17305573,female,20,166,66,9,96,39.5,43
10065831,male,36,174,78,13,92,40.1,54
11657811,female,69,171,66,3,69,38.8,8
11237440,female,44,153,56,8,91,39.5,39
14110534,female,72,151,60,11,92,40.1,59
17075405,male,37,196,91,10,92,40.0,45
17801918,female,53,156,55,12,86,40.1,54
14334338,male,21,179,83,24,102,40.5,120
11333721,female,43,146,51,9,94,39.2,47
15405300,female,37,166,64,28,102,41.2,162
15783596,female,59,170,70,3,80,38.6,11
17676495,female,27,150,57,29,99,40.9,157
15394963,male,42,177,77,14,99,40.3,76
16636410,male,38,189,91,15,101,40.0,88
10483083,male,50,191,89,22,90,40.3,104
19566400,male,23,186,85,19,98,40.4,87
15034680,male,27,190,95,19,101,40.6,103
15811705,female,52,166,60,4,81,38.9,16
12405000,male,22,189,93,5,77,39.2,8
14908200,male,49,188,85,25,110,40.5,190
13416799,male,27,196,93,18,99,40.3,91
11721962,male,56,169,72,10,92,40.0,50
15496770,female,53,165,67,21,104,40.8,131
12038169,male,29,170,75,9,93,39.9,35
11082279,female,20,178,75,21,101,40.6,110
15595197,male,29,189,85,18,90,40.4,65
12386338,male,54,187,85,26,96,40.7,149
10206507,male,62,169,68,13,88,40.1,59
14174462,female,41,180,73,29,119,41.1,219
10890442,male,37,176,83,3,88,38.6,11
12131294,female,44,158,54,12,100,40.1,70
19222644,male,39,199,104,26,101,40.7,161
19375845,female,46,162,61,15,100,40.1,87
16245947,male,44,175,80,5,91,39.2,22
13256569,male,35,184,85,15,93,40.0,66
14518651,male,25,205,108,19,99,40.4,101
11539567,female,58,166,73,19,99,40.5,109
17841465,female,26,167,67,19,111,41.0,124
13640295,female,21,176,70,2,78,38.1,6
15274929,female,32,168,67,11,93,39.7,52
15331181,female,71,169,70,11,105,39.5,73
10840577,female,32,157,50,28,104,40.6,171
16130391,male,38,191,87,3,82,38.7,9
10494661,male,27,196,98,17,96,40.4,80
17091484,male,20,179,80,6,84,39.0,13
18379929,male,54,185,83,12,84,40.0,47
18688019,female,27,158,57,27,110,40.6,178
10454943,male,21,167,65,21,102,40.5,97
19667020,female,67,159,61,8,86,39.3,37
19276275,female,64,168,69,11,85,40.2,48
17157904,male,29,192,98,12,93,40.2,52
19651395,female,68,168,62,3,85,38.7,14
19411662,female,42,142,43,17,91,40.8,85
14923092,female,28,178,73,5,84,39.1,18
16489177,male,21,183,77,13,92,40.2,44
15038478,male,25,170,74,4,90,39.2,13
15872098,male,24,184,84,19,97,40.3,84
13685979,male,52,171,78,5,86,39.2,20
15652514,female,53,167,66,10,90,39.6,48
12688040,female,34,170,70,9,89,39.4,38
12735447,male,49,171,76,6,80,39.5,17
10834489,female,20,171,69,25,109,41.0,155
14595307,female,27,171,64,8,89,39.6,34
17564519,male,79,176,86,20,102,40.1,158
11503477,male,75,168,65,10,84,39.6,45
10372349,male,58,193,95,20,99,40.3,132
11227552,female,42,163,60,3,83,38.5,12
10758422,male,48,173,75,9,93,39.6,43
11703149,male,64,188,92,17,102,40.4,124
12140376,female,20,174,70,26,98,41.0,130
10610828,male,69,203,111,2,83,38.5,10
12253507,female,39,157,63,2,77,38.4,6
13833705,female,70,161,63,10,87,39.6,48
15929957,female,47,176,76,7,78,39.0,23
16435736,male,26,180,88,4,91,38.8,15
11834679,female,64,169,65,17,94,40.3,92
15867483,female,22,169,66,6,83,38.9,21
18964819,male,25,191,84,28,107,40.8,168
12018393,male,64,168,72,30,115,40.9,264
16421984,male,28,184,88,1,86,37.7,3
15757138,female,46,148,51,14,99,40.1,81
15956214,female,38,163,70,17,94,40.4,83
12158911,female,38,155,59,28,115,40.4,204
19999394,female,36,152,54,10,86,39.7,42
13173021,female,76,179,73,2,78,38.2,8
12129721,female,23,182,70,17,102,40.3,93
12469143,male,63,176,83,7,88,39.3,35
14675041,female,20,165,65,7,83,39.3,24
12458510,female,22,145,50,3,89,38.7,13
17452059,female,34,160,60,4,78,39.0,13
17670321,female,45,167,69,9,96,39.8,47
16916106,male,28,172,74,24,104,40.9,131
16211457,male,32,173,78,8,94,39.6,34
13719310,female,28,156,60,25,102,40.9,142
15145218,male,26,155,61,23,105,40.6,120
14155645,male,39,189,91,13,91,39.8,57
13084225,male,47,192,93,25,94,40.9,132
11481749,male,30,184,90,14,101,39.9,76
10280733,female,60,162,59,24,112,40.6,176
10928223,female,21,165,65,24,106,40.7,142
11346415,female,24,179,76,20,114,40.3,134
12655008,male,21,182,85,15,93,40.6,56
12092379,male,48,195,95,15,93,40.2,78
11950470,female,22,176,71,1,78,37.7,3
19414696,male,30,182,88,4,78,39.1,8
11667209,female,52,157,59,29,111,40.8,206
16897568,male,21,178,75,16,94,40.3,58
14911623,female,31,177,73,9,90,39.4,39
11751526,male,63,173,79,18,92,40.5,98
16399887,female,23,154,52,19,103,40.6,111
16823412,female,59,164,61,20,100,40.3,120
17696678,female,21,175,68,7,85,39.4,26
18006110,female,70,162,63,27,98,41.0,161
16861315,male,37,190,93,15,91,40.0,65
10405142,male,29,178,79,1,82,37.4,2
14122672,female,78,156,59,4,77,38.8,16
18930801,female,32,178,73,18,102,40.2,101
19060393,male,56,174,82,24,102,40.7,160
13704703,male,26,200,99,13,93,39.9,55
13289098,female,38,167,67,6,84,39.3,23
13936478,male,58,183,85,16,95,40.0,93
13914695,female,52,164,59,24,101,40.9,145
18324454,female,73,160,60,21,108,40.4,150
12363133,female,21,177,76,20,106,40.6,116
15509086,female,35,160,57,22,103,40.5,131
10619429,female,30,167,64,11,89,39.9,47
19035647,female,61,155,58,25,106,40.7,168
19106840,female,46,171,73,28,116,40.9,205
17427449,male,51,164,71,6,81,39.4,18
11540426,female,39,164,58,22,99,40.6,123
16837558,female,23,168,68,7,81,39.4,23
12640921,male,21,195,93,19,104,40.4,105
13072393,male,51,185,88,2,75,38.1,5
11252629,female,26,161,56,21,109,40.3,136
15402342,male,48,197,95,27,104,40.6,186
17503482,male,44,177,83,28,110,41.2,205
18634285,female,37,163,60,17,91,40.7,80
11074364,female,25,157,54,5,85,39.1,20
14591207,male,24,193,91,5,90,39.3,18
18612460,female,41,188,79,25,102,40.4,142
10638410,female,46,180,75,12,93,40.1,58
15503974,male,27,196,100,20,92,40.4,83
13363097,female,41,191,89,18,89,40.6,75
13117699,male,41,173,71,28,104,41.2,169
15060323,male,59,194,92,19,103,40.4,137
18503283,female,78,165,65,28,105,40.8,191
15692747,female,45,153,52,29,103,40.7,180
14675175,female,42,155,56,1,79,37.9,4
18316394,female,52,155,58,21,108,40.5,143
10336550,male,50,193,92,13,93,39.7,68
13775459,female,31,166,64,29,113,40.6,199
10952582,male,27,204,109,17,91,40.3,72
11682404,male,38,181,82,25,107,40.8,164
12013177,male,25,176,83,17,87,40.8,50
16933750,female,42,169,72,10,90,39.8,45
14623263,male,44,179,81,28,105,40.6,183
12630565,female,47,147,44,20,91,40.5,102
19403141,male,74,176,81,12,93,40.2,74
10750470,male,36,183,80,16,95,40.5,74
15596873,female,24,181,70,5,80,39.3,16
17344755,male,64,184,92,18,102,40.4,131
16703315,male,33,169,71,24,110,40.7,157
10369905,male,20,189,88,18,103,40.4,94
13319748,female,55,152,50,3,86,38.4,14
12912049,female,49,153,58,15,100,39.9,88
13956068,female,34,163,63,22,104,40.7,131
18244509,male,20,181,87,30,110,40.9,188
18497674,male,24,181,86,9,75,39.8,10
17913027,female,48,180,75,27,99,40.3,149
10119545,female,33,158,61,21,107,40.8,132
11109846,male,23,196,96,28,98,40.9,134
10736495,male,68,179,85,13,91,40.0,74
11426951,male,40,196,97,12,92,39.7,57
19912651,male,25,181,82,3,81,38.7,6
11390712,female,73,183,84,2,82,38.3,8
18267525,female,32,174,69,2,77,38.2,6
15772993,female,42,178,74,19,97,40.4,99
13599949,male,55,178,78,18,90,40.1,85
19750346,female,41,163,57,7,87,38.9,31
19628507,male,41,187,89,23,99,40.7,130
10427860,female,41,161,56,11,98,39.8,61
14272897,male,30,175,78,22,100,40.3,111
19118511,male,31,184,86,17,83,40.6,46
11019300,female,53,170,71,18,101,40.3,106
16550062,female,73,167,67,2,86,38.4,9
15072374,female,56,160,60,5,89,39.0,24
15141915,female,32,146,51,13,86,39.9,54
15166142,male,44,186,86,26,100,40.5,153
10973162,female,36,170,65,9,94,39.5,44
15648447,female,31,167,66,18,96,40.4,90
18376618,female,37,172,68,17,108,40.3,109
16446996,male,37,169,69,23,93,40.6,95
10575242,male,32,175,74,26,93,40.7,104
14749996,female,41,170,68,22,95,40.5,112
10997252,male,53,175,81,5,89,39.2,23
12251009,male,37,189,85,21,106,40.4,135
18345796,female,35,164,62,12,92,39.6,57
18083712,female,20,164,62,10,85,40.0,37
17140133,male,70,198,106,16,94,40.3,107
16369885,male,24,195,98,20,96,40.6,92
16603772,male,22,189,91,12,96,40.0,52
16814843,female,24,159,62,24,109,40.7,152
15407707,female,36,160,57,7,93,39.2,34
14280623,male,26,154,57,6,96,39.3,23
12381944,female,27,158,59,24,106,40.4,147
14113586,male,34,182,89,18,102,40.2,104
16286748,male,44,186,86,27,97,40.5,147
16024339,male,59,189,95,22,110,40.5,183
12967550,male,60,193,93,30,112,40.9,259
16371792,male,46,183,89,14,95,39.9,74
18750212,male,45,189,89,3,91,38.3,14
17070928,male,31,183,90,8,89,39.5,30
12225872,male,42,190,88,2,79,38.7,5
11733841,female,24,169,67,4,79,39.2,12
10091465,male,26,177,78,23,104,40.3,125
11769262,female,71,168,65,5,81,38.8,21
16702354,male,28,197,98,13,94,40.6,58
16527352,female,41,164,63,6,86,39.2,25
17086194,male,65,175,76,6,94,39.2,35
11055192,male,26,183,85,22,107,40.4,133
15446511,male,41,185,85,2,79,38.1,5
14142729,female,59,161,57,15,90,40.4,75
17732243,female,22,154,55,24,100,40.2,131
13190373,male,26,191,87,15,96,40.2,67
19101362,male,38,182,83,5,83,39.1,15
19767750,female,31,148,53,5,74,39.5,14
14064841,female,70,157,57,29,118,40.8,238
11916872,female,21,166,59,17,94,40.2,80
14218053,female,53,169,64,11,96,39.7,60
19332445,male,35,175,77,25,100,40.8,132
17228615,male,38,186,88,27,102,40.9,160
14337555,female,37,177,67,29,109,41.1,189
12475200,male,23,185,84,21,101,40.6,105
12387943,male,23,206,109,17,100,40.5,91
19777992,female,42,161,57,6,81,39.4,22
19150517,male,65,186,85,17,96,40.5,107
10749351,female,60,186,87,13,95,40.1,67
19508115,female,48,171,69,21,99,40.6,118
16975104,female,20,168,69,30,113,40.8,198
15115648,male,42,198,101,7,82,39.5,24
13872795,female,54,148,54,18,98,40.3,105
11011758,female,40,152,49,11,87,39.8,49
18490494,female,60,153,57,16,99,40.4,96
17213390,female,79,174,74,21,100,40.9,130
12977108,female,57,154,61,20,97,40.6,113
17386243,male,67,155,64,6,88,38.9,28
13394396,male,33,189,93,23,97,40.9,116
16987099,male,20,189,85,8,82,39.8,16
19327424,male,79,193,97,2,80,38.0,10
14181557,male,49,183,89,25,111,40.8,196
19241040,female,43,160,60,13,89,40.1,59
15195506,female,41,159,60,20,108,40.5,131
18683281,female,24,162,58,27,114,40.8,187
16495171,female,41,170,65,3,88,38.5,13
11542102,female,44,152,58,2,76,38.3,6
12581930,female,72,161,62,17,102,40.5,110
13122222,male,24,166,63,13,99,39.9,56
14582327,male,59,190,92,11,87,39.6,53
14357134,male,48,181,87,3,77,38.7,8
14417073,female,25,156,60,19,102,40.2,107
14827602,female,55,162,60,3,84,38.6,13
12405045,male,46,174,80,2,89,38.1,8
18418503,male,49,191,96,4,86,38.8,17
13785680,male,24,177,78,8,85,39.6,20
10354557,male,44,175,78,15,100,40.5,86
12593855,male,24,190,83,2,73,38.2,2
17580022,female,20,171,71,9,79,39.7,27
16503478,female,55,155,52,18,100,40.5,109
10278209,female,28,160,61,21,99,40.3,113
13267190,male,31,178,80,27,107,40.7,167
18142487,female,40,161,59,22,96,40.7,116
14810489,female,51,180,80,24,108,40.6,155
16488458,female,62,171,78,22,103,40.5,135
19509029,male,54,181,81,4,79,38.6,12
15008278,female,31,170,70,30,100,41.0,162
18129245,male,26,196,96,13,89,40.3,47
15866340,female,21,172,68,21,97,40.6,104
12087297,female,21,168,63,15,96,40.1,73
11405111,female,52,164,60,17,99,39.8,99
11179753,male,26,190,95,29,109,40.7,191
13705508,female,60,165,60,18,88,40.2,86
10122039,female,22,153,57,1,81,38.0,3
12628985,male,45,175,79,27,104,40.6,173
12403581,male,72,187,91,4,80,38.9,17
14744836,female,22,154,53,22,106,40.5,135
16369574,female,78,189,84,10,85,40.0,44
15381428,female,44,148,53,8,87,39.8,36
19323323,male,24,174,80,12,99,40.1,56
13541948,female,35,150,50,25,104,41.0,154
11500339,male,44,152,54,20,96,40.5,92
14551120,female,44,168,67,19,81,40.5,69
17649744,male,30,177,82,19,89,40.7,66
14985238,female,44,160,67,17,90,40.2,78
12322337,male,63,186,92,8,90,39.7,43
13711852,female,24,162,62,15,89,40.1,63
11973957,male,41,182,83,16,94,40.2,76
14504568,male,49,208,102,26,106,40.7,192
18063920,male,27,188,92,4,85,38.9,12
17103446,male,35,198,103,5,90,39.0,22
12390384,male,70,191,96,17,99,40.2,123
17230875,male,23,194,97,9,82,39.4,22
16572386,female,32,169,66,24,109,40.8,154
